2010-11-10T08:12:51+00:00 INFO (6): USER: admin; TYPE: Pages; ID: 1; FIELD/ACTION: [UPDATE]; VALUE: 1.
2010-12-05T19:57:45+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 30; FIELD/ACTION: [UPDATE]; VALUE: 1.
2010-12-05T19:58:26+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 31; FIELD/ACTION: [UPDATE]; VALUE: 1.
2010-12-05T19:59:24+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 31; FIELD/ACTION: [UPDATE]; VALUE: 1.
2010-12-05T20:04:22+00:00 INFO (6): USER: admin; TYPE: Projects; ID: 57; FIELD/ACTION: [UPDATE]; VALUE: 1.
2010-12-05T20:04:53+00:00 INFO (6): USER: admin; TYPE: Projects; ID: 57; FIELD/ACTION: is_featured; VALUE: 1.
2010-12-05T20:06:58+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 32; FIELD/ACTION: [UPDATE]; VALUE: 1.
2010-12-05T20:08:49+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 33; FIELD/ACTION: [UPDATE]; VALUE: 1.
2010-12-05T20:12:09+00:00 INFO (6): USER: admin; TYPE: Projects; ID: 57; FIELD/ACTION: [UPDATE]; VALUE: 1.
2010-12-05T20:59:51+00:00 INFO (6): USER: admin; TYPE: Projects; ID: 58; FIELD/ACTION: [UPDATE]; VALUE: 1.
2010-12-05T21:00:20+00:00 INFO (6): USER: admin; TYPE: Projects; ID: 58; FIELD/ACTION: is_featured; VALUE: 1.
2010-12-05T21:01:19+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 34; FIELD/ACTION: [UPDATE]; VALUE: 1.
2010-12-05T21:01:30+00:00 INFO (6): USER: admin; TYPE: Projects; ID: 55; FIELD/ACTION: is_trashed; VALUE: 1.
2010-12-05T21:03:09+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 30; FIELD/ACTION: [UPDATE]; VALUE: 1.
2010-12-05T21:03:40+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 31; FIELD/ACTION: [UPDATE]; VALUE: 1.
2010-12-05T23:03:31+00:00 INFO (6): USER: admin; TYPE: Projects; ID: 59; FIELD/ACTION: [UPDATE]; VALUE: 1.
2010-12-05T23:04:29+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 35; FIELD/ACTION: [UPDATE]; VALUE: 1.
2010-12-05T23:05:20+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 36; FIELD/ACTION: [UPDATE]; VALUE: 1.
2010-12-06T22:52:22+00:00 INFO (6): USER: admin; TYPE: Projects; ID: 57; FIELD/ACTION: [UPDATE]; VALUE: 1.
2010-12-07T20:56:27+00:00 INFO (6): USER: admin; TYPE: Pages; ID: 2; FIELD/ACTION: [UPDATE]; VALUE: 1.
2010-12-12T16:16:30+00:00 INFO (6): USER: admin; TYPE: Pages; ID: 1; FIELD/ACTION: [UPDATE]; VALUE: 1.
2010-12-12T16:17:59+00:00 INFO (6): USER: admin; TYPE: Projects; ID: 60; FIELD/ACTION: [UPDATE]; VALUE: 1.
2010-12-12T16:19:33+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 37; FIELD/ACTION: [UPDATE]; VALUE: 1.
2010-12-16T22:25:34+00:00 INFO (6): USER: admin; TYPE: Projects; ID: 61; FIELD/ACTION: [UPDATE]; VALUE: 1.
2010-12-16T22:27:01+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 38; FIELD/ACTION: [UPDATE]; VALUE: 1.
2010-12-16T22:28:01+00:00 INFO (6): USER: admin; TYPE: Projects; ID: 60; FIELD/ACTION: [UPDATE]; VALUE: 1.
2010-12-16T22:36:54+00:00 INFO (6): USER: admin; TYPE: Projects; ID: 62; FIELD/ACTION: [UPDATE]; VALUE: 1.
2010-12-16T22:38:09+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 39; FIELD/ACTION: [UPDATE]; VALUE: 1.
2010-12-16T22:54:08+00:00 INFO (6): USER: admin; TYPE: Projects; ID: 63; FIELD/ACTION: [UPDATE]; VALUE: 1.
2010-12-16T22:55:31+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 40; FIELD/ACTION: [UPDATE]; VALUE: 1.
2010-12-16T23:04:07+00:00 INFO (6): USER: admin; TYPE: Projects; ID: 64; FIELD/ACTION: [UPDATE]; VALUE: 1.
2010-12-16T23:05:37+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 41; FIELD/ACTION: [UPDATE]; VALUE: 1.
2010-12-16T23:18:12+00:00 INFO (6): USER: admin; TYPE: Projects; ID: 65; FIELD/ACTION: [UPDATE]; VALUE: 1.
2010-12-16T23:24:41+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 42; FIELD/ACTION: [UPDATE]; VALUE: 1.
2010-12-16T23:26:03+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 43; FIELD/ACTION: [UPDATE]; VALUE: 1.
2010-12-16T23:26:34+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 43; FIELD/ACTION: is_hidden; VALUE: 1.
2010-12-16T23:29:33+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 44; FIELD/ACTION: [UPDATE]; VALUE: 1.
2010-12-16T23:31:59+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 45; FIELD/ACTION: [UPDATE]; VALUE: 1.
2010-12-17T00:14:48+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 45; FIELD/ACTION: is_trashed; VALUE: 1.
2010-12-17T00:15:36+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 46; FIELD/ACTION: [UPDATE]; VALUE: 1.
2010-12-19T12:47:12+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 47; FIELD/ACTION: [UPDATE]; VALUE: 1.
2010-12-19T12:56:24+00:00 INFO (6): USER: admin; TYPE: Projects; ID: 66; FIELD/ACTION: [UPDATE]; VALUE: 1.
2010-12-19T12:59:55+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 48; FIELD/ACTION: [UPDATE]; VALUE: 1.
2010-12-19T13:01:33+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 49; FIELD/ACTION: [UPDATE]; VALUE: 1.
2010-12-19T13:04:46+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 48; FIELD/ACTION: [UPDATE]; VALUE: 1.
2010-12-19T14:16:12+00:00 INFO (6): USER: admin; TYPE: Projects; ID: 67; FIELD/ACTION: [UPDATE]; VALUE: 1.
2010-12-19T14:17:20+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 50; FIELD/ACTION: [UPDATE]; VALUE: 1.
2010-12-19T14:18:04+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 51; FIELD/ACTION: [UPDATE]; VALUE: 1.
2010-12-19T14:18:56+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 52; FIELD/ACTION: [UPDATE]; VALUE: 1.
2010-12-19T14:19:59+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 53; FIELD/ACTION: [UPDATE]; VALUE: 1.
2010-12-19T14:49:18+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 54; FIELD/ACTION: [UPDATE]; VALUE: 1.
2010-12-19T14:50:43+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 55; FIELD/ACTION: [UPDATE]; VALUE: 1.
2010-12-19T14:51:44+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 56; FIELD/ACTION: [UPDATE]; VALUE: 1.
2010-12-19T15:02:41+00:00 INFO (6): USER: admin; TYPE: Projects; ID: 57; FIELD/ACTION: [UPDATE]; VALUE: 1.
2010-12-19T16:37:15+00:00 INFO (6): USER: admin; TYPE: Projects; ID: 68; FIELD/ACTION: [UPDATE]; VALUE: 1.
2010-12-19T16:39:06+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 57; FIELD/ACTION: [UPDATE]; VALUE: 1.
2010-12-19T16:39:50+00:00 INFO (6): USER: admin; TYPE: Projects; ID: 68; FIELD/ACTION: is_featured; VALUE: 1.
2010-12-19T16:39:52+00:00 INFO (6): USER: admin; TYPE: Projects; ID: 68; FIELD/ACTION: [UPDATE]; VALUE: 1.
2010-12-20T00:03:58+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 58; FIELD/ACTION: [UPDATE]; VALUE: 1.
2010-12-20T00:06:09+00:00 INFO (6): USER: admin; TYPE: Pages; ID: 2; FIELD/ACTION: [UPDATE]; VALUE: 1.
2010-12-20T00:07:15+00:00 INFO (6): USER: admin; TYPE: Pages; ID: 2; FIELD/ACTION: [UPDATE]; VALUE: 1.
2010-12-20T00:07:40+00:00 INFO (6): USER: admin; TYPE: Pages; ID: 2; FIELD/ACTION: [UPDATE]; VALUE: 1.
2011-01-05T17:17:29+00:00 INFO (6): USER: admin; TYPE: Projects; ID: 69; FIELD/ACTION: [UPDATE]; VALUE: 1.
2011-01-05T17:18:31+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 59; FIELD/ACTION: [UPDATE]; VALUE: 1.
2011-01-05T17:18:59+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 60; FIELD/ACTION: [UPDATE]; VALUE: 1.
2011-01-05T17:19:39+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 61; FIELD/ACTION: [UPDATE]; VALUE: 1.
2011-01-05T17:23:46+00:00 INFO (6): USER: admin; TYPE: Projects; ID: 70; FIELD/ACTION: [UPDATE]; VALUE: 1.
2011-01-05T17:24:53+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 62; FIELD/ACTION: [UPDATE]; VALUE: 1.
2011-01-05T18:03:11+00:00 INFO (6): USER: admin; TYPE: Projects; ID: 71; FIELD/ACTION: [UPDATE]; VALUE: 1.
2011-01-05T18:04:05+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 63; FIELD/ACTION: [UPDATE]; VALUE: 1.
2011-01-05T18:04:48+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 64; FIELD/ACTION: [UPDATE]; VALUE: 1.
2011-01-05T18:05:23+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 65; FIELD/ACTION: [UPDATE]; VALUE: 1.
2011-01-05T18:05:59+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 66; FIELD/ACTION: [UPDATE]; VALUE: 1.
2011-01-05T18:06:28+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 67; FIELD/ACTION: [UPDATE]; VALUE: 1.
2011-01-05T18:24:09+00:00 INFO (6): USER: admin; TYPE: Projects; ID: 72; FIELD/ACTION: [UPDATE]; VALUE: 1.
2011-01-05T18:25:37+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 68; FIELD/ACTION: [UPDATE]; VALUE: 1.
2011-01-05T18:26:18+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 69; FIELD/ACTION: [UPDATE]; VALUE: 1.
2011-01-05T18:27:00+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 70; FIELD/ACTION: [UPDATE]; VALUE: 1.
2011-01-05T18:34:00+00:00 INFO (6): USER: admin; TYPE: Projects; ID: 73; FIELD/ACTION: [UPDATE]; VALUE: 1.
2011-01-05T18:35:12+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 71; FIELD/ACTION: [UPDATE]; VALUE: 1.
2011-01-05T18:36:15+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 72; FIELD/ACTION: [UPDATE]; VALUE: 1.
2011-01-05T18:37:11+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 73; FIELD/ACTION: [UPDATE]; VALUE: 1.
2011-01-05T18:37:30+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 72; FIELD/ACTION: [UPDATE]; VALUE: 1.
2011-01-05T18:43:13+00:00 INFO (6): USER: admin; TYPE: Projects; ID: 74; FIELD/ACTION: [UPDATE]; VALUE: 1.
2011-01-05T18:44:53+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 74; FIELD/ACTION: [UPDATE]; VALUE: 1.
2011-01-05T18:45:48+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 75; FIELD/ACTION: [UPDATE]; VALUE: 1.
2011-01-05T18:53:37+00:00 INFO (6): USER: admin; TYPE: Projects; ID: 75; FIELD/ACTION: [UPDATE]; VALUE: 1.
2011-01-05T18:54:11+00:00 INFO (6): USER: admin; TYPE: Projects; ID: 75; FIELD/ACTION: [UPDATE]; VALUE: 1.
2011-01-05T18:55:25+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 76; FIELD/ACTION: [UPDATE]; VALUE: 1.
2011-01-05T18:56:37+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 77; FIELD/ACTION: [UPDATE]; VALUE: 1.
2011-01-06T18:49:45+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 63; FIELD/ACTION: is_trashed; VALUE: 1.
2011-01-06T18:49:50+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 64; FIELD/ACTION: is_trashed; VALUE: 1.
2011-01-06T18:49:59+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 67; FIELD/ACTION: is_trashed; VALUE: 1.
2011-01-06T18:50:48+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 78; FIELD/ACTION: [UPDATE]; VALUE: 1.
2011-01-06T18:51:34+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 79; FIELD/ACTION: [UPDATE]; VALUE: 1.
2011-01-06T18:52:38+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 78; FIELD/ACTION: [UPDATE]; VALUE: 1.
2011-01-06T18:53:24+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 80; FIELD/ACTION: [UPDATE]; VALUE: 1.
2011-01-06T18:55:30+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 78; FIELD/ACTION: [UPDATE]; VALUE: 1.
2011-01-06T19:11:00+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 78; FIELD/ACTION: is_trashed; VALUE: 1.
2011-01-06T19:11:03+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 79; FIELD/ACTION: is_trashed; VALUE: 1.
2011-01-06T19:11:07+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 65; FIELD/ACTION: is_trashed; VALUE: 1.
2011-01-06T19:11:11+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 66; FIELD/ACTION: is_trashed; VALUE: 1.
2011-01-06T19:11:16+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 80; FIELD/ACTION: is_trashed; VALUE: 1.
2011-01-06T19:11:56+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 81; FIELD/ACTION: [UPDATE]; VALUE: 1.
2011-01-06T19:12:29+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 82; FIELD/ACTION: [UPDATE]; VALUE: 1.
2011-01-06T19:13:09+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 83; FIELD/ACTION: [UPDATE]; VALUE: 1.
2011-01-06T19:13:46+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 84; FIELD/ACTION: [UPDATE]; VALUE: 1.
2011-01-06T19:14:42+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 85; FIELD/ACTION: [UPDATE]; VALUE: 1.
2011-01-06T19:22:45+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 74; FIELD/ACTION: [UPDATE]; VALUE: 1.
2011-01-06T19:24:00+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 74; FIELD/ACTION: [UPDATE]; VALUE: 1.
2011-01-06T19:24:28+00:00 INFO (6): USER: admin; TYPE: Projects; ID: 75; FIELD/ACTION: is_hidden; VALUE: 1.
2011-01-06T19:30:02+00:00 INFO (6): USER: admin; TYPE: Projects; ID: 76; FIELD/ACTION: [UPDATE]; VALUE: 1.
2011-01-06T19:30:18+00:00 INFO (6): USER: admin; TYPE: Projects; ID: 72; FIELD/ACTION: [UPDATE]; VALUE: 1.
2011-01-06T19:30:38+00:00 INFO (6): USER: admin; TYPE: Projects; ID: 73; FIELD/ACTION: [UPDATE]; VALUE: 1.
2011-01-06T19:31:34+00:00 INFO (6): USER: admin; TYPE: Projects; ID: 73; FIELD/ACTION: [UPDATE]; VALUE: 1.
2011-01-06T19:33:26+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 86; FIELD/ACTION: [UPDATE]; VALUE: 1.
2011-01-06T19:37:09+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 41; FIELD/ACTION: [UPDATE]; VALUE: 1.
2011-01-06T20:28:51+00:00 INFO (6): USER: admin; TYPE: Projects; ID: 77; FIELD/ACTION: [UPDATE]; VALUE: 1.
2011-01-06T20:29:39+00:00 INFO (6): USER: admin; TYPE: Projects; ID: 77; FIELD/ACTION: [UPDATE]; VALUE: 1.
2011-01-06T22:39:19+00:00 INFO (6): USER: admin; TYPE: Projects; ID: 71; FIELD/ACTION: [UPDATE]; VALUE: 1.
2011-01-06T22:47:38+00:00 INFO (6): USER: admin; TYPE: Projects; ID: 77; FIELD/ACTION: [UPDATE]; VALUE: 1.
2011-01-06T22:52:40+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 87; FIELD/ACTION: [UPDATE]; VALUE: 1.
2011-01-06T22:54:34+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 88; FIELD/ACTION: [UPDATE]; VALUE: 1.
2011-01-06T22:55:23+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 89; FIELD/ACTION: [UPDATE]; VALUE: 1.
2011-01-06T23:35:56+00:00 INFO (6): USER: admin; TYPE: Projects; ID: 78; FIELD/ACTION: [UPDATE]; VALUE: 1.
2011-01-06T23:36:02+00:00 INFO (6): USER: admin; TYPE: Projects; ID: 78; FIELD/ACTION: is_hidden; VALUE: 1.
2011-01-06T23:36:39+00:00 INFO (6): USER: admin; TYPE: Projects; ID: 77; FIELD/ACTION: [UPDATE]; VALUE: 1.
2011-01-06T23:40:03+00:00 INFO (6): USER: admin; TYPE: Projects; ID: 78; FIELD/ACTION: [UPDATE]; VALUE: 1.
2011-01-06T23:41:24+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 90; FIELD/ACTION: [UPDATE]; VALUE: 1.
2011-01-06T23:43:39+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 91; FIELD/ACTION: [UPDATE]; VALUE: 1.
2011-01-06T23:44:33+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 92; FIELD/ACTION: [UPDATE]; VALUE: 1.
2011-01-06T23:44:53+00:00 INFO (6): USER: admin; TYPE: Projects; ID: 78; FIELD/ACTION: is_hidden; VALUE: 0.
2011-01-06T23:48:57+00:00 INFO (6): USER: admin; TYPE: Projects; ID: 78; FIELD/ACTION: [UPDATE]; VALUE: 1.
2011-01-06T23:50:00+00:00 INFO (6): USER: admin; TYPE: Projects; ID: 78; FIELD/ACTION: [UPDATE]; VALUE: 1.
2011-01-06T23:50:24+00:00 INFO (6): USER: admin; TYPE: Projects; ID: 77; FIELD/ACTION: [UPDATE]; VALUE: 1.
2011-01-06T23:51:31+00:00 INFO (6): USER: admin; TYPE: Projects; ID: 76; FIELD/ACTION: [UPDATE]; VALUE: 1.
2011-01-07T18:34:27+00:00 INFO (6): USER: admin; TYPE: Projects; ID: 79; FIELD/ACTION: [UPDATE]; VALUE: 1.
2011-01-07T18:36:23+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 93; FIELD/ACTION: [UPDATE]; VALUE: 1.
2011-01-07T18:37:10+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 94; FIELD/ACTION: [UPDATE]; VALUE: 1.
2011-01-07T18:37:55+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 95; FIELD/ACTION: [UPDATE]; VALUE: 1.
2011-01-07T18:41:26+00:00 INFO (6): USER: admin; TYPE: Projects; ID: 68; FIELD/ACTION: [UPDATE]; VALUE: 1.
2011-01-09T22:23:35+00:00 INFO (6): USER: admin; TYPE: Projects; ID: 80; FIELD/ACTION: [UPDATE]; VALUE: 1.
2011-01-09T23:53:26+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 96; FIELD/ACTION: [UPDATE]; VALUE: 1.
2011-01-09T23:56:33+00:00 INFO (6): USER: admin; TYPE: Projects; ID: 81; FIELD/ACTION: [UPDATE]; VALUE: 1.
2011-01-09T23:57:42+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 97; FIELD/ACTION: [UPDATE]; VALUE: 1.
2011-01-09T23:58:16+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 98; FIELD/ACTION: [UPDATE]; VALUE: 1.
2011-01-09T23:58:46+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 99; FIELD/ACTION: [UPDATE]; VALUE: 1.
2011-01-09T23:59:18+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 100; FIELD/ACTION: [UPDATE]; VALUE: 1.
2011-01-09T23:59:47+00:00 INFO (6): USER: admin; TYPE: Projects; ID: 81; FIELD/ACTION: is_featured; VALUE: 1.
2011-01-09T23:59:47+00:00 INFO (6): USER: admin; TYPE: Projects; ID: 57; FIELD/ACTION: is_featured; VALUE: 0.
2011-01-12T17:02:19+00:00 INFO (6): USER: admin; TYPE: Projects; ID: 67; FIELD/ACTION: [UPDATE]; VALUE: 1.
2011-01-12T17:02:56+00:00 INFO (6): USER: admin; TYPE: Projects; ID: 68; FIELD/ACTION: is_featured; VALUE: 0.
2011-01-12T17:14:51+00:00 INFO (6): USER: admin; TYPE: Projects; ID: 67; FIELD/ACTION: is_featured; VALUE: 1.
2011-01-12T17:15:48+00:00 INFO (6): USER: admin; TYPE: Projects; ID: 67; FIELD/ACTION: is_featured; VALUE: 0.
2011-01-12T17:58:48+00:00 INFO (6): USER: admin; TYPE: Projects; ID: 67; FIELD/ACTION: is_featured; VALUE: 1.
2011-01-12T20:48:12+00:00 INFO (6): USER: admin; TYPE: Pages; ID: 2; FIELD/ACTION: [UPDATE]; VALUE: 1.
2011-01-12T20:49:10+00:00 INFO (6): USER: admin; TYPE: Pages; ID: 2; FIELD/ACTION: [UPDATE]; VALUE: 1.
2011-01-12T20:51:06+00:00 INFO (6): USER: admin; TYPE: Projects; ID: 57; FIELD/ACTION: [UPDATE]; VALUE: 1.
2011-01-12T20:51:55+00:00 INFO (6): USER: admin; TYPE: Projects; ID: 59; FIELD/ACTION: [UPDATE]; VALUE: 1.
2011-01-12T20:52:28+00:00 INFO (6): USER: admin; TYPE: Projects; ID: 70; FIELD/ACTION: [UPDATE]; VALUE: 1.
2011-01-25T22:53:13+00:00 INFO (6): USER: admin; TYPE: Projects; ID: 59; FIELD/ACTION: [UPDATE]; VALUE: 1.
2011-01-25T22:57:45+00:00 INFO (6): USER: admin; TYPE: Projects; ID: 67; FIELD/ACTION: [UPDATE]; VALUE: 1.
2011-01-25T22:58:24+00:00 INFO (6): USER: admin; TYPE: Projects; ID: 79; FIELD/ACTION: [UPDATE]; VALUE: 1.
2011-01-25T22:59:47+00:00 INFO (6): USER: admin; TYPE: Pages; ID: 2; FIELD/ACTION: [UPDATE]; VALUE: 1.
2011-02-19T17:17:49+00:00 INFO (6): USER: admin; TYPE: Projects; ID: 79; FIELD/ACTION: is_hidden; VALUE: 1.
2011-02-19T18:40:56+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 101; FIELD/ACTION: [UPDATE]; VALUE: 1.
2011-02-19T18:41:50+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 102; FIELD/ACTION: [UPDATE]; VALUE: 1.
2011-02-19T18:42:16+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 102; FIELD/ACTION: is_hidden; VALUE: 1.
2011-02-19T18:43:08+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 102; FIELD/ACTION: is_hidden; VALUE: 0.
2011-02-19T18:43:09+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 102; FIELD/ACTION: is_hidden; VALUE: 1.
2011-02-19T18:43:15+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 100; FIELD/ACTION: is_hidden; VALUE: 1.
2011-02-19T18:43:16+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 99; FIELD/ACTION: is_hidden; VALUE: 1.
2011-02-19T18:43:16+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 98; FIELD/ACTION: is_hidden; VALUE: 1.
2011-02-19T18:43:18+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 97; FIELD/ACTION: is_hidden; VALUE: 1.
2011-02-19T18:43:26+00:00 INFO (6): USER: admin; TYPE: ProjectImages; ID: 97; FIELD/ACTION: is_hidden; VALUE: 0.
